timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650011312106,262,openingcart/imgs/galaxy_s6.jpg-137,200,OK,Purchase 4-1,bin,true,,107733,404,1,1,https://www.demoblaze.com/imgs/galaxy_s6.jpg,250,0,0
1650011312368,190,openingcart/imgs/iphone_6.jpg-138,200,OK,Purchase 4-1,bin,true,,201243,403,1,1,https://www.demoblaze.com/imgs/iphone_6.jpg,159,0,0
1650011312558,279,openingcart/view-135,200,OK,Purchase 4-1,text,true,,652,449,1,1,https://api.demoblaze.com/view,277,0,0
1650011312838,66,openingcart/imgs/sony_vaio_5.jpg-136,200,OK,Purchase 4-1,bin,true,,90771,406,1,1,https://www.demoblaze.com/imgs/sony_vaio_5.jpg,61,0,0
1650011312905,318,openingcart/imgs/Nexus_6.jpg-139,200,OK,Purchase 4-1,bin,true,,232097,402,1,1,https://www.demoblaze.com/imgs/Nexus_6.jpg,276,0,0
1650011313223,288,deleting item/deleteitem-140,200,OK,Purchase 4-1,text,true,,449,482,1,1,https://api.demoblaze.com/deleteitem,288,0,0
1650011313511,309,deleting item/deleteitem-141,200,OK,Purchase 4-1,text,true,,316,493,1,1,https://api.demoblaze.com/deleteitem,309,0,0
1650011313820,265,deleting item/cart.html-142,200,OK,Purchase 4-1,text,true,,5849,482,1,1,https://www.demoblaze.com/cart.html,265,0,0
1650011314086,258,deleting item/node_modules/video.js/dist/video-js.min.css-147,200,OK,Purchase 4-1,text,true,,12466,448,1,1,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,257,0,0
1650011314344,244,deleting item/css/latostyle.css-144,200,OK,Purchase 4-1,text,true,,1014,422,1,1,https://www.demoblaze.com/css/latostyle.css,244,0,0
1650011314588,247,deleting item/node_modules/bootstrap-sweetalert/dist/sweetalert.css-145,200,OK,Purchase 4-1,text,true,,3269,458,1,1,https://www.demoblaze.com/node_modules/bootstrap-sweetalert/dist/sweetalert.css,246,0,0
1650011314835,53,deleting item/node_modules/bootstrap/dist/css/bootstrap.min.css-143,200,OK,Purchase 4-1,text,true,,28931,454,1,1,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,51,0,0
1650011314888,60,deleting item/node_modules/jquery/dist/jquery.min.js-146,200,OK,Purchase 4-1,text,true,,35764,429,1,1,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,59,0,0
1650011314948,72,deleting item/node_modules/video.js/dist/video.min.js-148,200,OK,Purchase 4-1,text,true,,159971,430,1,1,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,61,0,0
1650011315021,52,deleting item/css/latofonts.css-149,200,OK,Purchase 4-1,text,true,,1363,422,1,1,https://www.demoblaze.com/css/latofonts.css,52,0,0
1650011315073,66,deleting item/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js-150,200,OK,Purchase 4-1,text,true,,72628,455,1,1,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,62,0,0
1650011315138,250,deleting item/node_modules/tether/dist/js/tether.min.js-151,200,OK,Purchase 4-1,text,true,,9255,432,1,1,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,249,0,0
1650011315388,259,deleting item/node_modules/bootstrap-sweetalert/dist/sweetalert.min.js-153,200,OK,Purchase 4-1,text,true,,16949,447,1,1,https://www.demoblaze.com/node_modules/bootstrap-sweetalert/dist/sweetalert.min.js,257,0,0
1650011315647,260,deleting item/node_modules/bootstrap/dist/js/bootstrap.min.js-152,200,OK,Purchase 4-1,text,true,,15441,438,1,1,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,259,0,0
1650011315908,251,deleting item/js/cart.js-154,200,OK,Purchase 4-1,text,true,,9443,401,1,1,https://www.demoblaze.com/js/cart.js,251,0,0
1650011316159,50,deleting item/bm.png-155,200,OK,Purchase 4-1,bin,true,,4267,418,1,1,https://www.demoblaze.com/bm.png,50,0,0
1650011316209,254,deleting item/config.json-156,200,OK,Purchase 4-1,text,true,,468,475,1,1,https://www.demoblaze.com/config.json,254,0,0
1650011316463,262,deleting item/check-157,200,OK,Purchase 4-1,text,true,,449,477,1,1,https://api.demoblaze.com/check,262,0,0
1650011316726,271,deleting item/viewcart-158,200,OK,Purchase 4-1,text,true,,449,480,1,1,https://api.demoblaze.com/viewcart,271,0,0
1650011316997,279,deleting item/check-159,200,OK,Purchase 4-1,text,true,,639,471,1,1,https://api.demoblaze.com/check,279,0,0
1650011317276,310,deleting item/viewcart-160,200,OK,Purchase 4-1,text,true,,655,487,1,1,https://api.demoblaze.com/viewcart,309,0,0
1650011317586,268,deleting item/view-161,200,OK,Purchase 4-1,text,true,,449,476,1,1,https://api.demoblaze.com/view,268,0,0
1650011317854,261,deleting item/view-162,200,OK,Purchase 4-1,text,true,,449,476,1,1,https://api.demoblaze.com/view,261,0,0
1650011318116,274,deleting item/view-163,200,OK,Purchase 4-1,text,true,,449,476,1,1,https://api.demoblaze.com/view,274,0,0
1650011318390,275,deleting item/view-166,200,OK,Purchase 4-1,text,true,,628,449,1,1,https://api.demoblaze.com/view,270,0,0
1650011318665,276,deleting item/view-164,200,OK,Purchase 4-1,text,true,,809,449,1,1,https://api.demoblaze.com/view,276,0,0
1650011318942,280,deleting item/view-165,200,OK,Purchase 4-1,text,true,,717,449,1,1,https://api.demoblaze.com/view,278,0,0
1650011319222,269,deleting item/imgs/iphone_6.jpg-168,200,OK,Purchase 4-1,bin,true,,201243,429,1,1,https://www.demoblaze.com/imgs/iphone_6.jpg,252,0,0
1650011319491,347,deleting item/imgs/Nexus_6.jpg-167,200,OK,Purchase 4-1,bin,true,,232097,428,1,1,https://www.demoblaze.com/imgs/Nexus_6.jpg,331,0,0
1650011319838,79,deleting item/imgs/galaxy_s6.jpg-169,200,OK,Purchase 4-1,bin,true,,107733,430,1,1,https://www.demoblaze.com/imgs/galaxy_s6.jpg,54,0,0
1650011319917,256,purchasing/deletecart-170,200,OK,Purchase 4-1,text,true,,449,482,1,1,https://api.demoblaze.com/deletecart,256,0,0
1650011320174,382,purchasing/deletecart-171,200,OK,Purchase 4-1,text,true,,316,466,1,1,https://api.demoblaze.com/deletecart,382,0,0
1650011320557,196,ok/index.html-172,200,OK,Purchase 4-1,text,true,,4953,510,1,1,https://www.demoblaze.com/index.html,196,0,0
1650011320753,537,ok/node_modules/jquery/dist/jquery.min.js-174,200,OK,Purchase 4-1,text,true,,86957,404,1,1,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,410,0,0
1650011321291,415,ok/node_modules/video.js/dist/video.min.js-175,200,OK,Purchase 4-1,text,true,,160073,405,1,1,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,385,0,0
